created_at	text	STANCE CONCORDATA		
Tue Apr 27 13:20:33 +0000 2021	Nashville : giovane donna immobilizzata in un letto di ospedale ad una settimana dal vaccino Pfizer, senza la possibilità di muovere le gambe	3		
Sat Apr 10 20:12:28 +0000 2021	"@stanzaselvaggia Per le missioni glielo ordinano, ""lo fanno per la Patria"" e vengono pagati. Anche la Martani, dietro compenso, si è iniettata vaccini contro cui faceva finte lotte."	3		
Wed Feb 17 13:16:05 +0000 2021	Il #Covid in #Umbria, 433 nuovi casi in un giorno. Tutti gli aggiornamenti: https://t.co/4i3r2TEpWQ	6		
Tue May 04 16:24:31 +0000 2021	"#Vaccini Domani, 5 maggio, sul portale della regione #Toscana aprono le agende per prenotare il Johnson&amp;Johnson per chi ha più di 65 anni
https://t.co/2xtd4OgBxd @TgrRai"	4		
Sun Sep 05 07:57:55 +0000 2021	Speranza “Più vaccini o non escludiamo restrizioni”  - #retewebitalia #news #oggi #italia #notizie #accadeoggi - https://t.co/UKww0xcgLk	4		
Sat May 22 10:54:11 +0000 2021	Al momento sono 29.969.854 le dosi di vaccino somministrate alla popolazione italiana, mentre 9.759.934 persone hanno concluso il ciclo vaccinale sul territorio nazionale (16,47% della popolazione).	4		
Sat Jun 19 09:28:33 +0000 2021	@VeroDeRomanis Si fa il triage prima del vaccino. L’occasione per valutare l’opportunità dovrebbe essere quella	4		
Wed Mar 31 16:03:55 +0000 2021	"@ChristosTheodo2 @agtuono @ilpost Io capisco checome molti inorridisci di fronte ai no-vax e agli anti-scienza: inorridisico anche io. Ma ciò non significa che bisogna diventere ""fanatici"" dall'altro lato. Purtroppo, ripeto, la medicina (anche in quest'anno di pandemia) ha sempre dimostrato questo limite"	2		
Wed Mar 31 14:50:06 +0000 2021	New post: LEGGI LA NOTIZIA! In vista obbligo vaccinale per sanitari no vax: pena la https://t.co/ZhmvHA5crm #veneto #notizie #news	4		
Fri Feb 19 19:23:35 +0000 2021	"eccellenza: l’ormai immancabile Bill &amp; Melinda Gates Foundation e la Central Intelligence Agency.

Abbiamo analizzato nei 31 reportages WuhanGates il ruolo della CIA nel campo delle armi batteriologiche e quello di Gatesnella ricerca di virus per costruire lucrosi vaccini. Ora"	3		
Sat Mar 13 18:21:15 +0000 2021	@eziomauro @repubblica Dovrebbe tacere e fare quello che ha detto @robersperanza vaccinato entro giugno e cosi deve essere! E Basta con 'sto strazio di Figliuolo	1		
Mon Apr 05 07:23:58 +0000 2021	"Prima di Covid, qualcuno ha chiesto se le infermiere erano vaccinate contro l'influenza?
No, pensavo di no.
Eppure l'influenza è mortale per certi gruppi di persone. L'#Ipocrisia è reale &amp; è fastidiosa.
Gli amanti delle maschere hanno mostrato i loro veri colori. Sono dei ...👇"	3		
Fri Aug 27 16:06:39 +0000 2021	"Grandissimi pezzi di ce🚽sse unitamente a tutti i 🍒oni NO VAX che vivete nella nostra SICILIA-- 
Ci siete riusciti siamo primi per contagi e ultimi per vaccinazioni
DA LUNEDì 30 SAREMO DI UN BEL COLORE GIALLO!
Guardatevi allo specchio e ….🤧🤧 https://t.co/eG79rNeAVo"	1		
Tue Apr 06 20:16:54 +0000 2021	"#DiMartedi  #Moratti 
Ieri ""gli over 80 che non sono stati ancora convocati per la vaccinazione potranno vaccinarsi presentandosi senza prenotazione nel centro vaccinale più vicino dal 7 all'11 aprile'
-oggi ""no lasciate stare..mi sono sbagliata""
Dal disastro #Lombardia è  tutto"	4		
Tue Feb 16 19:03:03 +0000 2021	#Sicilia, al via a #Palermo il primo grande ‘hub’ per le vaccinazioni - VIDEO https://t.co/SVf2LU7w4z	4		
Sat Aug 21 13:32:21 +0000 2021	@stopridingmyD Gli zii, i cugini si sono vaccinati a loro insaputa 😂	5		
Tue Feb 16 15:13:20 +0000 2021	Vaccini: Ruffo (Sissa), ancora in attesa comunicazione Asugi. Università Trieste e Udine già informati, cominceranno giovedì #ANSA https://t.co/g97xzPIiP2	4		
Wed Jun 09 13:01:14 +0000 2021	"Mia cugina, fatto il vaccino 5 giorni fa Questa notte trasportata in Ospedale e deceduta. Proviene da un ceppo familiare che vive 100 anni. Nessuna patologia, sportiva, ballava, rideva , ma non ha voluto ascoltarmi
Voleva essere libera con il vaccino.
Amen https://t.co/PZnf5VLMJm"	3		
Tue Mar 23 07:34:20 +0000 2021	Ma allora ditelo che basta avere un amico in paradiso e il vaccino te lo fanno anche con 25 anni di età. Solo sulla carta viene previsto prima over 80 poi over 60 dopo il resto della popolazione. Non si deve aprire un fascicolo si deve punire SEVERAMENTE i furbi	1		
Sat Jul 03 23:01:51 +0000 2021	@chiaramilanista @bangtanisluv__ No, sono sperimentali, leggi il bugiardino e vedrai cosa scrivono. Sono vaccini sperimentali somministrati in larga scala per via della pandemia.	3		
Sun Mar 28 16:24:44 +0000 2021	Sono anche su Vinted. Mi attiverò dopo il vaccino🤣  https://t.co/J8ZLjvjmb2	5		
Fri Jun 11 13:29:17 +0000 2021	"Vaccino, lo psicologo: Cosi' giovani escono da pantano emotivo
 https://t.co/xcjOlsdAgR"	1		
Fri Apr 09 13:29:11 +0000 2021	In effetti..	6		
Sun Apr 25 17:12:02 +0000 2021	Vaccini: Fontana al via hub tra i più imponenti dEuropa -  #Vaccini: #Fontana #imponenti #dEuropa https://t.co/SSfBsQO28l	4		
Fri Aug 27 14:01:17 +0000 2021	@schissetin @ElenaBarabani @libellularib4 @FrancescaChaouq @MonicaCirinna Ah aspetta scusa ma sei no-vax ora si spiega tutto 😄	1		
Sat Feb 06 11:34:56 +0000 2021	@PinoWarren Buon giorno Pino, le faccio una domanda ovviamente non provocatoria anzi le sue notizie le ritengo ottime... come mai pfizer e astrazeneca dopo il lancio del vaccino non hanno avuto questo importante aumento nella quotazione mentre crede che celsion e atossa possano farlo? Grazie	5		
Sun Mar 21 17:07:24 +0000 2021	@adriana_fenzi Se il cognato di Fontana avesse prodotto vaccini, i lombardi sarebbero già tutti vaccinati	4		
Tue Jun 15 20:09:59 +0000 2021	@mimmofurioso @HSkelsen @GuidoCrosetto @bgallavotti Nessuno vuole imporre il vaccino, al momento, ma sei tu che stai ipotizzando che sia solo business.	1		
Fri Jul 23 07:48:59 +0000 2021	Io comunque raga non ce la faccio più, la pandemia mi ha mentalmente stancata. Prima la paura del covid e la solitudine adesso i no vax e il vaccino… sono stanca, poi sono diventata molto pessimista, mi sembra di vivere in un limbo senza futuro	5		
Fri May 14 19:31:31 +0000 2021	@abertolucci6 @lucianocapone @bad_scientists Ho letto banchi a rotelle e mi sono venuti i brividi... Certo in teoria sarebbe meglio non buttare soldi. Il problema vero di Reithera è di essere un vaccino tradizionale, non RNA. Se il risultato è un altro AZ o JJ che non vorrà nessuno, tanto vale fermarsi e investire in RNA	1		
Thu Apr 08 13:52:30 +0000 2021	Citando a @demolitionhater : https://t.co/jldqn1BVDN	6		
Mon May 17 14:12:32 +0000 2021	mi sto sentendo male	6		
Wed May 26 13:18:02 +0000 2021	"@laperlaneranera @PAOLAGOSTINI Com'è andato a finire l'esposto? Immagino in nulla. Il ministero della salute è uno dei più sottoposti a... pressioni, e perciò il più ambito da chi vuole intascare soldi facili. Come mai #Speranza è ancora lì? Conoscete il potere delle case farmaceutiche?
https://t.co/iXNyzAaH83"	6		
Wed Mar 03 23:34:11 +0000 2021	Nonni vaccinati, sono un po’ più sollevata❤️	1		
Mon Jul 19 18:46:13 +0000 2021	dua lipa È il vaccino	5		
Tue Jun 08 08:10:33 +0000 2021	IMPORTANTE RISOLUZIONE DEL CONSIGLIO D’EUROPA : VACCINI PER TUTTI SENZA DISCRIMINAZIONI DI OGNI GENERE https://t.co/MfUjHWzqnb	1		
Mon Aug 23 07:04:04 +0000 2021	"I primi che si andranno a prendere, i #collaborazionisti
Spiace.
Buongiorno 😘"	6		
Mon May 10 09:38:55 +0000 2021	Lombardia, già 270.170 over 50 hanno prenotato il loro vaccino anti Covid: oggi le prime iniezioni https://t.co/9bDyKwy4Ea	4		
Sun Mar 28 19:21:40 +0000 2021	"oggi comunque è stata una bella giornata: sono andata a salutare le mie asinelle, poi sono stata dalla nonna (con tutte le dovute distanze e precauzioni anche se ha fatto il vaccino ieri) e io e la zia abbiamo fatto una ""passeggiata"" per il paese con il cane ♥️🥺🙏🏻"	1		
Tue Mar 30 12:42:32 +0000 2021	non ho mai conosciuto nessuno di nome marcello in tutta la mia vita	6		
Mon Aug 23 11:24:21 +0000 2021	@Filomen30847137 Che poi a quanto pare si iniettano acqua pura non vaccini!!!!!!	3		
Tue Jul 06 09:14:19 +0000 2021	post vaccino sto ancora una m, ma almeno ho recuperato il braccio	2		
Fri Jul 23 10:27:33 +0000 2021	@ferrix88 @Ruffino_Lorenzo @gianlucac1 Veda meglio. È percento della popolazione vaccinata al giorno. Australia è al 30 e New Zealand al 20. https://t.co/6Xgq3NkX7g	4		
Sat Jun 26 12:35:00 +0000 2021	@ilgiornale @shopenauerwho Peggio dell’anno scorso senza vaccini? 🤔	5		
Sun Jul 18 19:47:30 +0000 2021	@AzzurraBarbuto molte persone dopo molti mesi a casa hanno SCELTO di fare il vaccino.. altri hanno SCELTO di non farlo.. quando un certo Andrea Scanzi ha scelto di farlo prima di altri MEZZA ITALIA era pronta a fustigarlo ..	4		
Fri May 21 09:07:22 +0000 2021	mia mamma ha detto a mia zia che mi voglio fare il vaccino e ora lei mi ha chiamata per farmi il bordello e a raccontarmi stronzate lette su facebook ma diocane	1		
Fri Apr 09 12:49:52 +0000 2021	Cosa succederà? I dati #COVID miglioreranno ancora e beccamorto @robersperanza frenerà, incatenando e chiudendo il paese con l’avallo di @Palazzo_Chigi che la mena con i #vaccini. A quel punto @LegaSalvini reagirà? Di sicuro il popolo insorgerà furiosamente. #DittaturaSanitaria	3		
Wed Jul 14 19:38:57 +0000 2021	@ManekiStra @Adrianaaaaaaaa @robersperanza Alle persone (e i governi) che si stanno sbattendo x affermare il privilegio di chi è vaccinato su chi no, che i vaccini a)NON sono una cura, b)senza test and track servono a poco, c)non devono discriminare aree geografiche e gruppi di persone d)vanno resi disponibili globalmente	1		
Wed Jun 09 08:20:00 +0000 2021	@365sotr4sh tranqi che col vaccino ci dimezzano	3		
Mon Jul 26 12:47:37 +0000 2021	Dopo quella vaccinazione 56 anni senza nemmeno un raffreddore ! https://t.co/9PP0sCPQU1	1		
Fri Apr 16 16:14:21 +0000 2021	Ogni #movimentosociale è figlio di una determinata epoca storica: o è portato a conformarsi all'esistente oppure è portato alla rottura. https://t.co/YqgI6tRXKs #Lotteimmediate #SCi #Sindacato #vaccini #Protest #antiforma #crisi #Occupy	5		
Sun Mar 28 11:01:07 +0000 2021	Mal che le vada prossimamente la vedremo con un bel posto in qualche altra istituzione locale. [MI FANNO SCHIFO!] https://t.co/oNUb8Sohm7	6		
Wed Feb 17 09:30:23 +0000 2021	@paolosarti69 @Ama_Lella @gabrillasarti2 @gigi_laffitte @Joe911S Per non piegarmi al vaccino, devo assolutamente cambiare lavoro. Chi può aiutarmi, sappia che ho sempre fatto qualunque cosa, tranne rubare.	3		
Fri May 14 12:20:05 +0000 2021	È scontro tra virologi sulle mascherine: Bassetti propone l’addio per i vaccinati. Gismondo dissente https://t.co/URJan5DzTu https://t.co/5DP9Wz3ziS	4		
Sat Jul 24 19:44:35 +0000 2021	I free riders del vaccino, ovvero gli scrocconi di libertà (di D. Faraone) https://t.co/MGWTVJF1Cg #	1		
Sat Apr 10 12:01:56 +0000 2021	Voler far ragionare un no vax è come volersi ubriacare con la Coca-Cola.	1		
Sun Feb 28 13:03:16 +0000 2021	Il vaccino di Johnson  https://t.co/xVZUqpNDlb via @ilpost	4		
Wed Sep 01 13:14:35 +0000 2021	"@ilgiornale @FerroAlessandro 
Allora? Sono passati 13 giorni, la situazione mi pare molto peggiorata anche rispetto al 2020, quando non c’erano “#vaccini” nè #greenpass!
Che dice l’ “esperto” #battiston? @Rb_Bat 😂
Più PATETICI che RIDICOLI!

#ilgiornale #FAKENEWS
#NOgreenpass
@ODG_CNOG https://t.co/qPbiuDayS5"	3		
Sat Apr 10 10:12:06 +0000 2021	ASL AVELLINO. SOSPENSIONE ATTIVITÀ’ CENTRI VACCINALI NELLA GIORNATA DI DOMANI, LUNEDÌ RIPRENDONO LE VACCINAZIONI - https://t.co/tsDcayRs43 https://t.co/nz59WxTMGP	4		
Fri Aug 27 03:37:09 +0000 2021	@aaronjmate Pro vax, anti mandate	6		
Sat Feb 06 14:34:53 +0000 2021	Covid-19. L'OMS continua a stupire per la grande confusione e contraddizione dei suoi membri. E' preoccupata e dubbiosa per l'efficacia dei vaccini sulla 'variante inglese'. Però consiglia di accelerare la vaccinazione, che ormai è inutile per la vecchia influenza passata,	3		
Sun Mar 14 05:55:09 +0000 2021	@laura_maffi @Noiconsalvini A TG Lombardia conferenza stampa prima regione a raggiungere 1 milione di vaccinati	4		
Thu Aug 26 09:55:24 +0000 2021	"Grandi francesi✌
(tra ne alcuni es.Macron)
Avevamo un ragazza francese nel scambio durante l'anno scolastico nelle medie,nel bi-linguistico
mia nipote stava un po'in FR,poi con la ragazza dalla quale abitava sono venute stare da noi in IT-
seria,sobria,caparbia- vera francese!"	6		
Mon Jul 05 07:27:36 +0000 2021	Manfatti io li ho fatti i vaccini ma la cavia NO	2		
Mon Jun 07 14:50:45 +0000 2021	Cicada vaccine in full effect 🤣	6		
Fri Aug 27 13:29:48 +0000 2021	"@baratto_m @ParcodiGiacomo E la vaccinazione con discriminazione?
È una variante evolutiva?"	5		
Wed Apr 21 04:38:06 +0000 2021	e questo è un ottimo punto	6		
Thu Feb 04 22:45:36 +0000 2021	I migliori vaccini sono darwiniani https://t.co/pMJVuXTLOw #mondo	1		
Wed May 26 10:25:23 +0000 2021	Vaccino, se la seconda dose è quando sono in vacanza: come si comportano le regioni italiane https://t.co/8kVSdRAW57	4		
Mon Mar 22 16:46:31 +0000 2021	Andrà ben a fare il richiamo.. E speriamo  che l'infermiera/e pigi forte... Ma forte..... Ahiiiiiiiiiiiii...	6		
Thu Apr 08 11:43:02 +0000 2021	"@Jenasgirl Attenta che così ti inimichi tutti gli utenti no vax, no covid, no restrizioni.
'Nsomma, sarebbe un bel vanto."	1		
Fri Sep 03 20:56:17 +0000 2021	Byoblu:AUMENTO DELLE INFEZIONE NEI VACCINATI. LA SVEZIA VIETA L’INGRESSO AGLI ISRAELIANI   https://t.co/bSe2W4YYSe 28	3		
Tue Jul 20 08:08:23 +0000 2021	"io ti gIURO, questo è il thread migliore che potessi partorire

sono felice di aver contribuito perché STO MORENDO"	6		
Sat Jul 10 05:25:05 +0000 2021	@Cartabellotta Prof con tutti i non vaccinati nell'ambiente scolastico?	1		
Fri May 28 18:04:05 +0000 2021	Dott. De Mari : Spiega cosa fare se si attacca la calamita nel braccio dopo il vaccino https://t.co/bLAvhtUhOp	3		
Fri Jun 18 18:29:16 +0000 2021	"Assassini!

Lorenzo si era anche sottoposto al vaccino anti-Covid, lo scorso 5 giugno. Una scomparsa la sua che sconvolge la comunità, stretta intorno ai genitori"	3		
Mon Mar 08 21:54:43 +0000 2021	Io pagherei per vaccinare tutti coloro che lo vogliono, almeno la finiamo con questa pantomima (e magari si fa anche un po’ di pulizia...)	5		
Fri Jul 23 11:57:20 +0000 2021	@ci_tiziana noi vaccinati si (si spera)	1		
Tue Sep 07 13:42:32 +0000 2021	@Gigadesires ..più vaccini per l'africa, allora..	1		
Thu Mar 11 22:40:54 +0000 2021	Covid-19. Oggi 1.712 dosi di vaccino somministrate dall’ Asl di Avellino. – Retesei | https://t.co/PCrPaHiQJU https://t.co/WbYJlSx64w	4		
Tue Apr 06 07:56:07 +0000 2021	"Nessuna correlazione, ma un nesso c' è. 
A chi è morto un caro ucciso dal vaccino non girano le palle neanche un po'?"	3		
Tue Aug 24 09:26:00 +0000 2021	@PicchioRocca @VittorioBanti Potete sempre espatriare dove non c'è praticamente nessun problema italiano: mi sembra - ma ammetto di non essere certo - che in Tunisia non ci siano vaccini, greenpass pass e balle varie (sarei stupito del contrario, là si lamentano che non li vaccino e non li curano).	1		
Sat May 15 06:56:52 +0000 2021	"Buongiorno @matteopittaccio e Roby!

Finalmente ho smaltito il vaccino e oggi posso essere con voi come sempre!

#FrenchGP 🇫🇷 #Moto3 #MotorZN @DAZN_IT"	1		
Mon Feb 01 21:43:57 +0000 2021	@yenisey74 @Egoerizo @flavio_lucato Io vedo la differenza tra chi il vaccino lo ha prodotto e ha vaccinato (tra mille problemi) e chi per ora lo sta solo testando. Il resto chiacchiere.	4		
Fri Jun 04 10:03:51 +0000 2021	@drunkofweasleys Mi dice che non faccio parte della categoria che può usufruire del vaccino	1		
Tue Aug 31 09:31:18 +0000 2021	@EnricoLetta È legittimo essere contro il vaccino. Non buttare fumo negli occhi.	3		
Tue Apr 06 20:00:10 +0000 2021	@gmgiua @szampa56 Bisognerebbe anche chiederle che cosa abbia fatto lei per contribuire ad attuare la proposta di vaccinazioni h24 che entusiasta rilanciò su Twitter...	4		
Sun May 30 19:43:26 +0000 2021	@Lisaonthesofa Di cui la cultura è il vaccino	6		
Sun Feb 07 13:23:02 +0000 2021	@Cartabellotta @mariannaaprile gli operatori sanitari novax debbono essere licenziati in tronco per evitare rischi per gli altri	1		
Wed Mar 17 00:53:34 +0000 2021	Stop a 8000 prenotazioni al vaccino Astra Zeneca dall'Asl Toscana sud est https://t.co/gDJEToVqYl	4		
Fri Jul 09 09:36:13 +0000 2021	@fattoquotidiano si puo' sapere se erano vaccinati ?	5		
Mon Jul 19 16:56:19 +0000 2021	@quinonsischerza @DarkLadyMouse In Germania devi. I tamponi sono gratuiti, e se vuoi sederti dentro devi essere o vaccinato o tamponato o guariti.	4		
Wed Apr 28 11:53:33 +0000 2021	@AlexGiudetti @DReqvenge2020 il vaccino è solo un mezzo. il fine è il grande reset	3		
Sun Feb 28 10:09:05 +0000 2021	Se un sanitario non si vaccina sta commettendo un reato? Forse. Ce lo spiega @StefanoPutinati	1		
Mon May 24 08:17:56 +0000 2021	@alexbarbera Provateci a dare un vaccino genico sperimentale ai miei figli. Provateci.	3		
Wed Apr 14 11:25:44 +0000 2021	Le destre fanno i propri interessi non certo gli interessi di chi lavoro non ne ha o ne ha poco. Poi a parole ma solo a parole stanno con chi ha bisogno e li sobilla e i citrulli ci credono.	6		
Sat Aug 28 21:21:37 +0000 2021	"@Salepepe15 @GiuseppeVetrug1 @SoonColibri @boni_castellane più che la vaccinazione indiscriminata, è la vaccinazione obbligata e quindi anche indiscriminata. 
che non sia fatta distinzione tra persona a rischio che possa *scegliere* di vaccinarsi e chi più o meno facilmente sia garantito da cure, dipende dal far risultare assenti le cure"	3		
Thu Jun 10 20:53:30 +0000 2021	@mariolavia Ma fermatevi un po’ a riflettere https://t.co/W5QTHjLUcL #AstraZeneca #Astrazenaca	5		
Mon Apr 12 06:09:39 +0000 2021	Cari novax “ libertà di scelta”,  la vostra libertà finisce dove incomincia la mia di non essere contagiata da voi #novax	1		
Thu May 13 18:44:36 +0000 2021	"@yiqinator 🇦🇷🤝🇧🇷
 no vaccine"	6		
Fri Aug 20 18:29:24 +0000 2021	@seguitemi2021 Mughini sei un cafone i soldi che i non vaccinati versano allo stato, quelli ti vanno bene......Adolfo, Benito, Stalin, Mao sono santi confrontati con Mughini.	5		
Sun Mar 28 23:19:21 +0000 2021	E ora cosa si inventa il buffone Scanzi ?	6		
Tue Jun 15 19:01:52 +0000 2021	#ottoemezzo siete schizofrenici, non contraddittori. C'è un virus pericoloso sconosciuti, che muta ed è più veloce di noi... E apriamo tutto? Fateci scegliere i vaccini e mettere i monoclonali a disposizione di tutti. È la via per la nuova normalità	1		
Tue Aug 31 16:09:07 +0000 2021	. @nzingaretti qualcuno lo fermi perché ha perso il lume della ragione e lo dico da convinta sostenitrice dei vaccini	1		
Sat Feb 27 18:12:55 +0000 2021	Ma i Lombardi si ricorderanno delle inenarrabili cagate della giunta lombarda a trazione leghista al momento delle elezioni o voteranno il cdx come pecore servili e masochiste? Ricordiamoci che la colpa originaria del malgoverno e’ prima di tutto degli elettori	6		
Mon May 10 16:31:34 +0000 2021	"#Pfizer, ""uno dei vaccini più efficaci nella storia della medicina"". https://t.co/FVw2LzfWGg"	1		
Sat Jul 17 16:25:28 +0000 2021	Il Governo prenda subito la decisione di rendere obbligatoria la vaccinazione! Stiamo rischiando un blocco totale che farà molto male alla nostra economia, oltre che a tutti. Smettiamola di essere ignoranti egoisti!https://t.co/nbfjraEL2F	1		
Fri Jun 18 12:30:00 +0000 2021	"Vaccinare o no i minori contro il Covid? Interessante questo articolo ⬇️
A fronte di un aumentato, ma limitato rischio di miocarditi (2 su 100 mila), ci si protegge da un rischio ben maggiore di sindrome multisistemica infiammatoria e di miocardite stessa

https://t.co/VZHzlZmZeX https://t.co/76p4nb7Awd"	1		
Tue Sep 07 10:49:46 +0000 2021	"AntiDiplomatico:""Non si tratta di pro-vax e no-vax"": la discriminazione come metodo educativo e la retorica dell'inclusione https://t.co/dGS2s3gXiR 11"	3		
Wed May 05 09:22:26 +0000 2021	#cronaca #ultimenotizie Vaccini in aziende, 2mln #AstraZeneca in frigo - https://t.co/HjaB9DzACO - #Tifosi #Vaccino https://t.co/U7WDczQpXM	4		
Tue Apr 06 15:55:06 +0000 2021	L’ok alla presenza di spettatori alle gare di #Uefa2020 allo stadio #Olimpico è un gran bel segnale di #Speranza (maiuscolo e minuscolo). Ora, però, urge un protocollo rigido del #Cts e, soprattutto, un’accelerazione nelle #vaccinazioni. Altrimenti sarà l’ennesimo, vuoto proclama	1		
Wed Apr 21 10:46:29 +0000 2021	"Con l’85% degli over 60 vaccinati, Israele ha registrato un calo del 77% dei casi Covid. Studio Nature su Medical Facts
https://t.co/Nn4C1QSo07"	1		
Mon Jul 05 20:54:58 +0000 2021	È assurdo come i novax riescano a mettere in correlazione la morte di #RaffaellaCarrá con il vaccino. Sono da TSO ormai. Fermateli.	1		
Sun May 30 08:22:01 +0000 2021	Preparatevi. A settembre/ottobre si ricomincia. Scopo: terapia genica obbligatoria per tutti	6		
Tue Jul 27 18:13:00 +0000 2021	"@TorazziAlberto @FartFromAmerika Ehh... altra tragedia evitabile 

https://t.co/Sj0o3Lznzv"	6		
Sat Jul 17 19:51:12 +0000 2021	"Ad ottobre, quando ci rinchiuderanno nuovamente, ricordate che quel 30% in meno di efficacia del vaccino può comunque fare la differenza! Quindi vaccinatevi!
Perché anche per Delta, con il vaccino per lo meno non muoio, senza non so! Sappiatelo!
#GreenpassObbligatorio #pfizerdown"	1		
Thu Jul 15 16:58:26 +0000 2021	ma guardi io mi vergognerei a cercare di ottenere voti solo dagli ignoranti poi faccia lei	6		
Sat Jun 19 06:54:36 +0000 2021	"@helis94 @antoniettampa @camiciaadiforza Il problema è che in Italia il medico NON PUÒ proporti di fare una dose di vaccino diverso se hai più di 60 anni.
L'AIFA ha autorizzato la cosa solo per under 60.
Ora capisco che Draghi è il PdC, ma quando va dal medico agisce da privato cittadino e non da capo di governo..."	4		
Tue Mar 09 06:13:57 +0000 2021	@robersperanza @MinisteroSalute E siamo gli ultimi ad avere il vaccino , complimenti a lei	4		
Sat May 29 08:43:55 +0000 2021	Penso che sia questione di tempo poi verra’ fuori davvero lo schifo che sta dietro questi presunti vaccini!!!	3		
Mon May 10 21:30:39 +0000 2021	@borghi_claudio Claudio sei esattamente come un liberale svizzero. Io non capisco come mai sia tanto difficile in Italia libertà di scelta sulla vaccinazione e pensarla come te da parte del centrodestra renziani e calendiani.	5		
Tue Jul 20 08:44:35 +0000 2021	"Aprite questa pagina e notate come i commenti ammessi sono solo quelli favorevoli a questa vergognosa iniziativa. E' censura vera e propria della libertà di pensiero e di espressione perpetrata giornalmente dal @GDS_it 
#NaziPass
#NaziVax

https://t.co/NDvWlWsM7i"	3		
Tue Apr 06 17:22:32 +0000 2021	...sono scelte,...da cui non si torna...	6		
Tue Feb 23 23:36:44 +0000 2021	@myrtamerlino @leone52641 Un passaporto per vaccini che hanno ottenuto solamente l'Emergency Use Authorization, ovvero non ancora validati da FDA, etc? Se cosi fosse continuero' con il delivery, l'ecommerce e gli esercizi al parco o a casa. Buona fortuna a tutti. https://t.co/uPSpZBGZPU	3		
Wed Apr 21 23:34:29 +0000 2021	"Filosofa?
Criminale, no aver pensato in tempo ai vaccini
Criminale, no aver chiuso confini
Criminale, è stato dire #mascherine non servono
Criminale, è comprare #banchiarotelle
Criminale, eliminare #Zambon
Criminale, no aver pensato trasporti
Criminale andare a cazzo
#DLdittatura"	5		
Tue Mar 30 10:45:17 +0000 2021	♥️. (@ Corona Vaccine Center in Hail, Ha'il) https://t.co/DlR9eSgSQ4 https://t.co/34zaYHNJpq	6		
Thu Jul 15 18:01:30 +0000 2021	@Gigadesires Urge una legge contro l’odio verso chi vuole le restrizioni ai non vaccinati che odiano i vaccinati che… insomma, urge una legge 🙄	4		
Sat Apr 10 11:42:53 +0000 2021	Limes:Carta: La distribuzione dei vaccini https://t.co/a6MiPHLk03 25	4		
Wed Jul 21 09:57:51 +0000 2021	"@97_pfeddy @Theskeptical_ @Corriere quella che ti infetta e ti spedisce in terapia intensiva anche se sei vaccinato ""bucando"" la protezione degli anticorpi https://t.co/SeZV86zWqj hanno l'80% di vaccinati, e gli è ripartita l'epidemia"	3		
Thu Aug 26 19:57:42 +0000 2021	"""Arrivano da Firenze e Cremona i primi indagati ‘no vax’. L’accusa formulata dal magistrato nei confronti di un 66enne lombardo è chiaro: “Istigazione alla disobbedienza delle leggi, di ordine pubblico, in vigore a tutela della salute pubblica nel periodo di emergenza pandemica."	4		
Mon Jul 19 14:04:43 +0000 2021	sto pensando ai vaccini! https://t.co/g6ZReFnFQF	1		
Mon Feb 01 13:24:00 +0000 2021	Il tuo ragazzo sarà così fiero di te	6		
Fri Jul 16 16:43:01 +0000 2021	@matteosalvinimi Senatore lei è vaccinato o no? RSVP	4		
Wed Jul 21 06:45:12 +0000 2021	"Politici e vaccino: da Salvini e Meloni a Letta, Renzi e Grillo. Chi lo ha fatto e chi non lo farà 
"	4		
Fri Jun 11 11:27:23 +0000 2021	@Misurelli77 Basterebbe usare i vaccini come da indicazioni, senza protagonismi.	1		
Fri Mar 12 06:41:12 +0000 2021	"Sono davvero dispiaciuto che @ilfoglio_it abbia preso la china del @fattoquotidiano
Era insieme a @DomaniGiornale l’ultimo baluardo di un giornalismo di qualità.
Ma l’attacco ad personam non è tollerabile."	6		
Wed Aug 25 20:12:30 +0000 2021	"Le overdosi di vaccino… (e dovremmo essere pure contenti)"" https://t.co/laJZA1nzr1 91"	3		
Mon Jul 19 17:28:29 +0000 2021	@casto_lorenzo @AlessiaMorani No entra ma facciamo le gabbie di vetro come per i fumatori in aereoporto e ci mettiamo la targa Imbecilli NoVax	1		
Fri Jul 23 16:44:38 +0000 2021	Appena ha saputo che non poteva entrare alla sagra della porchetta o al Papeta #Salvini si è vaccinato stamattina a Milano - Cronaca - ANSA https://t.co/lad0zk6csW	4		
Thu Apr 01 15:42:18 +0000 2021	"15 milioni di dosi di vaccino J&amp;J buttati per un errore umano.

Il tecnico di laboratorio minimizza: "" ho mischiato pfizer, J&amp;J, soda, lime e vodka e a me sembrava buono"""	4		
Tue Feb 16 09:35:48 +0000 2021	A ora che il vaccino sarà disponibile per me lo venderanno a 2 euro e 50 dal tabaccaio	1		
Fri Jun 04 16:01:23 +0000 2021	Da lunedì 7 giugno verrà sospesa l'#attività per la somministrazione del vaccino anti-#covid presso l'#ambulatorio distrettuale della Asl 3 in via XII Ottobre a #Genova. L’attività #vaccinale, si legge nella nota dell'#Asl, “proseguirà presso l’#hub della #Fiera del #Mare. https://t.co/25gdIh70AN	4		
