label	text	index
2	"""la vaccinazione dtp era associata ad una mortalit 5 volte superiore rispetto alla non vaccinazione... tutte le prove attualmente disponibili suggeriscono che il vaccino dtp pu uccidere pi bambini di quanti ne risparmi da difterite, tetano o pertosse""  link"	191
2	dopo l'intervista di pregliasco che ha dichiarato pubblicamente l'importanza del vaccino antinfluenzale per prevenire il #coronarvirus, ho capito a cosa serve aver generato il panico a cui assistiamo da giorni: a smaltire le dosi di vaccino antinfluenzale! semplice...????	192
2	"... siamo pezze d'appoggio per i progetti grandi, per i progetti più grandi, un vaccino che annichilisca il covid-19, il coronavirus, l'h1n1 eccetera.. ... siamo qui, inesorabilmente presenti.. ""... occupato!"""	193
2	ci dichiararono guerra,distrussero l’europa e poi ci diedero i soldi per ricostruire rendendoci schiavi. creano il #covid_19 e infettano il mondo intero per poi creare il vaccino e venderlo a tutto il mondo.  sono sempre loro! gli stati uniti d’america! #codvid19italia	194
2	"#vaccini:  muore ""suicidata"" con ben due colpi alla testa per aver rivelato le storture dei programmi di #vaccinazione.  si  sparata, poi  risorta per spararsi di nuovo. ????  #trumanshow   i vaccini uccidono. link"	195
1	vaccino, test positivi in usa oms, in 100 chiedono un’inchiesta link	196
2	user hanno paura di perdere gli affari del vaccino	197
1	il #coronavirus e i #complotti: sul web spopolano le teorie più strambe per spiegare la #pandemia, dal #5g a #billgates. e ci sono pure i #novax. link	198
1	la guerra per il vaccino - il foglio link	199
0	borse in forte rialzo tra ripartenze e speranza sul vaccino. partenza sprint per il btp italia anti… link via user	200
2	come si combatte la polio presa dal vaccino?  ma  logico, con un nuovo vaccino mai testato!  #lascienza #sciencesays #invaccineswetrust link	201
0	user non vedo l'ora che arrivi il #vaccino per #covid2019, direi che la persona giusta per decidere come somministrarlo sia la #lorenzin, che già ha dato prova in passato di essere affidabile. #coronavirus #ctcf	202
0	ho fatto il vaccino contro l’influenza. visto quello che leggo in giro la domanda è: potrei essere positivo? oppure è un ‘influenza attenuata dal vaccino? aiutatemi a capire.	203
1	ma si continui ad aspettare “terapia efficace e/o vaccino” e nel frattempo vedere come va. nel frattempo potrebbe passare un anno, ma dettagli. anziché conviverci, dunque, e tornare gradualmente alla normalità, si continua a praticare un distanziamento sociale che lascerà	204
2	zingaretti e la propaganda del vaccino. fottiti #nonelarena	205
2	user user se combatterete per la vera chiesa cattolica contro l’impostura luterana massonica di bergoglio in accordo con il piano massonico della falsa pandemia covid-19, come pretesto per codificarvi con il falso vaccino vincerete perché cristo sarà con voi! link link	206
2	l'immagine che ho allegato al presente tweet � un post pubblicato su fb da barbara nardella, la nonna del piccolo samuel, la quale scrive che � stata effettuata una seconda autopsia sul corpo del piccolo, dalla quale � emerso che � morto a causa di un vaccino ... segue	207
2	le azioni della cinese #nanoviricidesinc guadagnano il 74% indovinate che producono? il vaccino sperimentale contro il #coronavirus !  ..........e antiamooooooo! ???????????????????????????????????????? link	208
2	il vaccino per la meningite non  obbligatorio. ma qual  il problema quando puoi usare i media e creare una psicosi collettiva?  terribile che il user non intervenga.  liguria, vaccini gratis ai ragazzi. lettere a 79 mila famiglie. link	209
0	#10daysofhumanrights articolo 25 della #dichiarazioneuniversaledeidiritti #dirittoallasalute l' #ema ha dato il via a #ervebro, il vaccino gi sperimentato in #congo per combattere il virus #ebola link	210
1	la canzone �un poco di zucchero� � ispirata al vaccino contro la poliomelite. la figlia di robert sherman aveva ricevuto il vaccino e lui chiese se avesse fatto male, ma lei rispose �no, mi hanno dato solo una zolletta di zucchero e l'ho ingoiata�. #marypoppins	211
2	il plasma e' una cura, nessun vaccino grazie! link via user	212
2	meningite b, il consiglio superiore della sanit belga non raccomanda il vaccino. in italia invece l'iss mette il bollino sulla pubblicit di gsk... link	213
1	il dottor mariano amici presenta ricorso al tar contro l`ordinanza di zigaretti: `vaccinazione antinfluenzale obbligatoria senza nessun valido motivo scientifico` link	214
1	vaccino anti-covid, in aprile via ai test sull'uomo link	215
1	teniamo conto i due vaccini al momento in sperimentazione clinica, sono nella fase 1 (la fase clinica è composta da 3 fasi). nel caso di moderna therapeutics, ad esempio, solo questa prima fase dovrebbe terminare a giugno 2021. 10/19 link	216
2	user_it user_capitani user una mia amica informatrice farmaceutica e generalmente pro vax e molto allineata alla medicina ufficiale, non ha mai fatto vaccinare l'anziana madre contro l'influenza. ci sarà un motivo...	217
0	stanno andando veloci come razzi, tutti i gruppi, in tutto il mondo pfizer begins human trials of possible coronavirus vaccine - the new york times link	218
1	"il virologo riminese giacomo gorini sul #vaccino per il #coronavirus: ""inizieremo, proprio questa settimana, a testarlo sull’uomo"" #vaccinocoronavirus #vaccinocovid19 #covidー19 link"	219
1	la stampa: una società farmaceutica usa: vicini al vaccino, pronti a fare i test sull’uomo. link tramite user	220
0	coronavirus, fauci e scienziati usa: “piano senza precedenti per vaccino”  link	221
2	errata corrige: l'amica che mi ha passato il servizio mi fa presente che � del 2013...ovvero di un tempo quando parlare dei danni da vaccino era ancora consentito!	222
0	la ricerca ha dato risultati così incoraggianti che l'australia ha deciso di vaccinare contro la tbc 4000 lavoratori della sanità, e trial simili sono in corso in olanda, germania e regno unito. secondo uno studio tedesco, il vaccino contro la tbc potrebbe aiutare molto &gt;	223
0	user user ne riparliamo quando una grande impresa svilupperà un vaccino. quel vaccino. quello che aspettano tutti.	224
2	la smettiamo con sta storia del vaccino? tra l'altro fermate gates, grazie link	225
2	le indagini condotte hanno evidenziato una chiara negligenza del personale sanitario: le infermiere  mescolarono al vaccino un miorilassante, un farmaco che rilassa i tutti i muscoli dellorganismo, anzich della semplice soluzione fisiologica. link link	226
0	"user ipotesi per assurdo:""0 casi,0 morti,liberi tutti,torna la normalità"" tutti a festeggiare:tra di noi ci sarà l'ultimo asintomatico inconsapevole che infetta tutti e ripartiamo da capo. la normalità tornerà al 100% quando ci sarà il vaccino"	227
2	"il virologo giulio tarro all'antidiplomatico : ""una follia aspettare il vaccino per tornare ad una vita normale"" link"	228
2	"#vaccini   la mamma vaccina, la bambina inizia ad avere problemi motori e scrive alla pediatra ""esperta"". (il vaccino  l'mprv e lei risponde per la poliomielite...) eh no.. stavolta signora potrebbe non essere tutto normale.... bene ma non benissimo  ???? link link"	229
1	#covid19; l’innovativo progetto di ricerca utilizza la tecnica della “reverse vaccinology 2.0” per isolare #anticorpi monoclonali umani da pazienti convalescenti o guariti, utili come cura, profilassi e per un futuro #vaccino link	230
2	imbecilliiiii! un bimbo sano fa il #vaccino sta maleeee e ridono pure! tutto normale oramai  normale anche se un bimbo crepa x un vaccino. ande a cagher! link	231
1	coronavirus, l'ultima di trump: il vaccino in esclusiva agli usa in cambio di soldi link via user	232
2	user user_2022 che inizi a provarlo speranza conte di maio e mattarella....io credo il mio posto a loro...e chi se lo fa il vaccino????	233
1	i vecchi su facebook che carlo d’inghilterra, zingaretti, boris johnson, il principe alberto tutti guariti  i rikki hanno il vaccino gni gni gni massa di analfabeti funzionali voi dovete campare a pane e alici per sempre	234
0	user user se permetti io continuo ad essere prudente e ad aspettare il vaccino, la prospettiva di ammalarmi e di essere forse salvato in extremis se forse qualcuno dona un plasma forse che va bene, forse sicuro, forse che lo danno a me e non ad altri... mi appassiona poco...	235
0	sentivo proprio la mancanza di qualche novax di stocazzo.	236
1	vaccino covid-19: italia firma accordo per 400 milioni di dosi link via user	237
2	"""morte in culla signori...ditelo a tutti""  mah.... veramente la seconda autopsia incrimina il vaccino!  ""ah s?"".... ????????????????????  vi auguro di morire malissimo  link"	238
0	"bull gates: ""se il vaccino funziona, lo finanzio per tutto il mondo"". mica candeggina. #covid19 #coronavirus #billgates"	239
2	questo  il foglio illustrativo  di un #vaccino chiamato tetravac, quello che avete fatto iniettare ai vostri bambini.  sapete che tutti gli ingredienti  di questi vaccini fanno venire il cancro la leucemia, l'encefalopatia, i disturbi del comportamento, ecc.   leggeteli per dio! link	240
2	ma guarda a volte il caso, sui media non si fa altro che parlare di #coronavirus e, taaaaaaac, subito ci si mette al lavoro per un vaccino apposito.  ma guarda a volte le coincidenze. link	241
0	la scienza si prende la rivincita sui #novax. è forse iniziata la campagna d'informazione o di disinformazione, da parte dei #pennivendoli e dei #rotolidistampaigienica, per spingere la gente nelle braccia delle case farmaceutiche. #vaccino link via user	242
1	user user avete trovato il vaccino? no, perché ci sarebbe una pandemia di un virus molto pericoloso e senza cura né vaccino	243
2	mi propongo come cavia per vivere senza vaccino obbligatorio e senza microchip (fai copia incolla vediamo quanti siamo?)	244
1	tutti alla ricerca vaccino covid, nuovi test e fondi. alleanza ue per le forniture - metropolisweb link	245
1	coronavirus: vaccino anti covid-19, è una ragazza la prima persona italiana a testarlo. ecco dove e come link #meteo via user	246
2	link sentenza storica: il consiglio di stato condanna il ministero della salute a risarcire per ritardo del pagamento dell'indennizzo dovuto ad una ragazza danneggiata da vaccino, morta dopo atroci sofferenze all'et di 32 anni #vaccini #giustizia	247
2	siete contenti? il vostro presidente del consiglio ha trovato il vaccino ed ha trovato anche i soldi..sveglia! a questi di noi non interessa niente!	248
2	quando la stampa poteva ancora informare sui danni da #vaccino link	249
2	19 novembre 2019...dopo una vita trascorsa su di una sedia a rotelle a causa di un vaccino antinfluenzale, il ministero della salute viene condannato a risarcire la vittima del danno subito! #vaccini #ministerodellecasefarmaceutiche link	250
1	il magnate di #microsoft #billgates ha investito in questa piccola biotech company. i primi test per il #vaccino saranno effettuati su 40 adulti #coronavirus #covid19 link	251
1	coronavirus | boris johnson | “il vaccino potrebbe non arrivare mai” link	252
2	user un virus muta, il vaccino non ti dà alcuna garanzia	253
2	oggi sono 7 anni che giacomo � volato via... dopo atroci sofferenze causate da un vaccino che lo ha reso tetraplegico! un abbraccio enorme va ai suoi coraggiosissimi genitori, mario e concetta, sempre in prima fila per la battaglia a favore della libert� di scelta vaccinale.	254
1	amici ho bisogno di un�info, i no vax che stanno dicendo di questo nuovo virus? se creano davvero il vaccino nei prossimi 3 mesi, se lo fanno o no?	255
1	i fantastilioni di dosi di vaccino pronti a settembre sono solo accordi per avviare una produzione nel caso il vaccino dovesse essere efficace e sicuro.  e poi dicono che sono gli scienziati a creare confusione #covid_19 #vaccino link	256
2	???? che strana cosa, anche quest'anno sembra che ai medici faccia pi paura il #vaccino che l'influenza. ???? link	257
2	"""abbiamo l'unico farmaco per il coronavirus: il plasma. è più potente di un vaccino"" ► dr. de donno link"	258
0	vaccino dove ti porta il cuore #cinenovax	259
1	‘world against covid 19’ lanciato piano cooperazione globale per vaccino link	260
0	coronavirus e seconda ondata: “le nuove infezioni sono inevitabili fino al vaccino” link	261
2	i medici di famiglia studiano anni per cosa? lo stipendio sicuramente. a bimbi piccoli il nurofen? nessuna dubbio sulla reazione avversa da #vaccino? anzich curarli contribuiscono a renderli malati cronici link	262
2	"il virologo tarro: “coronavirus, il vaccino non serve"". e attacca burioni link"	263
1	#vaccino #modernainc l'annuncio, ovviamente, è stato premiato dai mercati finanziari e a wall street l'azienda biotecnologica  americana guadagna il 23,78% a 82,73 dollari. - see more at: link  #covid19	264
2	questo   il  giornalismo?  altra #fakenews sul razzismo che non c'  stato ..ma nessuna denuncia per il #vaccino che ha ammazzato  sei tu che fai schifo. tu giornalista bugiardo link	265
1	coronavirus video: vaccino, nessuna illusione, la strada è ancora lunga. ecco le parole di chi lo sta preparando &amp;raquo; link link	266
0	l’antivax #beppegrillo ora vuole il vaccino per il #coronavirus user_grillo link	267
1	virus, l'epidemiologo lopalco: «vaccino, 118 prototipi. oxford, usa e cina in testa» link	268
0	"#zazzaroni: ""nessuno sa esattamente quando finirà, dovremo imparare a convivere con il virus, fin quando non si trova un vaccino. pensiamo alla gente che ha bisogno di lavorare"""	269
2	il fumetto dell’ue del 2012 dove era stato previsto tutto: dalla pandemia al vaccino link	270
2	il #vaccino unico modo per curare il #covid_19!ecco a chi ha messo in mano la nostra #salute user: ⬇️ truffe, molestie sessuali, ricerche falsificate e danno ai sistemi sanitari pubblici: ecco chi fornirà il vaccino (obbligatorio) anti-covid  link	271
0	user user ho firmato l’ordinanza per rendere obbligatoria la vaccinazione antinfluenzale per tutti i cittadini over 65. una grande operazione di tutela della salute pubblica nicola zingaretti link	272
0	coronavirus, l'influenza 2016 causò 25 mila morti. pregliasco: «ecco perché il vaccino per il covid sarà fondamentale» link link	273
2	i danni da vaccino superano quelli delle malattie coperte senza vaccino link	274
2	inefficacia vaccino morbillo  plotkin chiede nuovi studi link via user scelta	275
1	covid_19: un vaccino uguale per tutti, in tutti i paesi link	276
0	#motogp: un vaccino per correre #coronavirus #ezpeleta #covid19 link	277
0	user si strumenti pochi e' vero. ma si stan tentando cure ( anche hiv sembrava incurabile e oggi tanti ci convivono grazie a cure trovate) ieri per la prima volta un vaccino sperimentato su topi e macachi ha dato esiti positivi, ed e' un piccolo segno positivo.	278
2	ma la concomitanza di vaccino anti influenzale, e durante la cura, degli antivirali e l'intubazione, non hanno influito in nulla secondo il vs esperto?	279
0	virus sparito? come lo vede e quando? perché non ha ricordato il vaccino? è forse contrario?	280
2	i danneggiati da vaccino esistono e finch una sola madre dovr provare questo, non star zitta! #vaccini user link	281
0	"video | coronavirus, il presidente cinese xi jinping: ""due miliardi all'oms, il vaccino cinese diventerà un bene pubblico mondiale"" link user"	282
1	coronavirus, creata la mappa atomica in 3d utile per il vaccino link	283
2	un anno fa moriva il piccolo samuel di martino, a poche ore di distanza dalla somministrazione di un vaccino, antimeningococco b prodotto dalla glaxo. la procura nomina un perito per stabilire la verit sulla terribile scomparsa di un cucciolo di soli 5 mesi.  segue link	284
1	#coronavirus: pronta la mappa in 3d, utile a #farmaci e #vaccino è struttura di una delle armi del #virus user user user #ansascienza user link	285
2	user user__2008 user a convivere ...a distanza di 40 anni c'è tantissima gente che continua a contagiarsi e a morire (si parla di circa 40.000.000 di morti nel mondo) ..il vaccino,sempre dato per pronto, non è mai arrivato ..esistono delle cure ..ecco, pure col covid dovremmo imparare a conviverci	286
1	ho letto diverse teorie sul virus, che vi riassumo: il virus sta perdendo forza, l' epidemia cessa dopo 70 giorni, il virus è innocuo o quasi per l'85% della popolazione, chi non si è ammalato fino ad oggi, quasi sicuramente è immune, avere il vaccino fra un anno non servirà.	287
1	"a favore o contro, è falso che sperimentazioni di possibili vaccino o farmaco contro #coronavirus sono rallentate da legge italiana ""restrittiva"" su test animali. la realtà del decreto 26-2014 è altra. speculazioni anti animalisti le rispediamo al mittente link"	288
0	user_gattaccio user_angela user fino a quando? spero poche settimane ancora. il mondo è cambiato, non ci saranno mai più stadi pieni, concerti pieni, locali pieni, non ci dovranno essere. i miei sono anziani, dovrò stare attento con loro finché campano. guanti e maschere temo fino al vaccino.	289
0	#vaccino per l'#influenza migliora la risposta all'#immunoterapia user | #ecm link	290
2	user user user mi spiace per lei ma purtroppo pare non sia cos ma che invece il vaccino del morbillo non garantisca l'immunit e soprattutto stia facendo sviluppare un tipo diverso di virus  link	291
2	user_sx_veg user user_cocco user user user user tu hai visto questo?  bambini indiani che hanno preso la paralisi flaccida da vaccino della polio?  ignorante pericoloso  link link	292
2	inchiodato bill gates, 2014 brevetta vaccino cov19. link di user	293
1	#rt user: accordo #italia-#usa per #vaccino orale, alleate kiromic e molipharma link link	294
2	#vaccini  invalida per colpa di un vaccino #antinfluenzale.   il ministero della salute condannato a risarcirla.   i vaccini sono farmaci.  diffidate da tutti quelli che vi dicono che sono sicuri e che non hanno #effetticollaterali.   indietro non si torna. link	295
0	user il vaccino per il covid-19 servirà. se non a debellare l'infezione a far ammalare le persone in maniera meno letale. trasformare una malattia mortale in un semplice raffreddore non sarebbe poco.	296
0	user considerato che non c'è ancora vaccino, nemmeno per il personale sanitario, mandare al fronte i più vulnerabili mi pare una scelta sconsiderata.	297
0	coronavirus, la ricerca del vaccino: sanofi e gsk uniscono le forze  link	298
0	user user gentile elisa, da medico con 30anni di esperienza ospedaliera alle spalle ti dico: non ti far coinvolgere in questa campagna anti vaccinazione. tra qualche anno ti potresti accorgere di esserti sbagliata. (continua)	299
0	user user user peccato che a prescindere dalla cura, il vaccino serva.	300
2	malattia potenzialmente letale:  - no cura - no vaccino  no obbligo ma fiducia.   malattie esantematiche:  - curabili - potenzialmente innocue  obbligo, sanzione,  nas, esclusioni, ghettizzazione sociale, derisione, persecuzione ed emarginazione consentite.  #vaccini link	301
1	a oxford azzardano: vaccino pronto in autunno link	302
1	la storia di moderna, l’azienda che ha sviluppato il primo vaccino in test per il coronavirus link via user	303
1	vaccino, test in italia in estate link	304
2	danni da vaccino i dati occultati link di user	305
2	bill gates e rockefeller hanno investito su id2020, un microchip sottopelle per le vaccinazioni digitali. la crisi da coronavirus  perfetta per obbligarci a usare id2020. quando usciremo di casa, potrebbero obbligarci a indossare il marchio della bestia. link	306
0	user_iacoboni non ne usciremo fino a quando non faranno un vaccino e speriamo ci riescano nessuno o quasi rispetta la #quarantena	307
0	#billgates pronto a finanziare il #vaccino per tutti, se funziona. una cosa eccezionale da un uomo eccezionale. #imprenditore e persona assoluta. il mondo ringrazia e spera. #hope #covid link	308
0	oms, ricciardi: “senza vaccino il virus circolerà ancora, bisogna tutelare la salute di tutti” link di user	309
0	perché la stupidità trova sempre nuove conferme... chi mi diceva che i novax erano spariti?! eccone una delle mie parti link	310
2	user_cersei user user io neanche solo che ci chipperanno anche con il programma id2020 e dovrai dimostrare di aver fatto il vaccino se vuoi andare da qualche parte.. #immuni è solo l’inizio per abituarci..la rana bolle lenta in pentola	311
1	#coronavirusupdate #covid_19 #coronavirus #speranza: “vaccino lo paga lo stato” link	312
0	coronavirus, l`appello ai grandi della terra per un «vaccino del popolo, libero da brevetti». e speranza: «non sia privilegio di pochi» - open link	313
0	il mondo approva il primo vaccino contro l'ebola link ? #buonenotizie #14novembre #buongiorno #positivit #mezzopieno #tgdellebuonenotizie link	314
0	user user non ci sono contagiati perché siamo tutti in casa al sicuro. se dovessimo uscire tornerebbero i morti alle stelle. ancora non c'è sicurezza. ancora non c'è un vaccino.	315
2	coronavirus, i telegiornali i primi sciacalli subito dopo i venditori del vaccino che a breve lo tireranno fuori	316
0	coronavirus, burioni: bene terapia plasma, ma meglio il vaccino link	317
0	mi piacerebbe sentire un pentastellato no vax con la bava alla bocca, oggi una rarità #covid2019	318
2	il #vaccino non c'entra...  siete veramente dei fottutissimi geni...  due gemellini sanissimi stanno malissimo a meno di 24 ore dal vaccino. il maschietto muore, la femminuccia si salva.  il vaccino non c'entra.  paesi dall'altra parte del mondo, poveri, con malnutrizione e	319
0	avete capito adesso che questa è una tragedia è una sciagura spingete per il vaccino spingete fate qualcosa lottiamo per avere il vaccino e farmaci non pensiamo a colonizzare marte per favore! #lariachetirala7  #covid19italia	320
1	se sospendono la serie a a tempo indeterminato 48 ore dopo lotito trova il vaccino	321
1	"#rt user: #coronavirus, proposta choc: ""infettare persone sane per studi vaccino"" link link"	322
0	@_ilovedelpo eh no ma anche l'influenza è pericolosa per chi ha altri problemi, infatti ogni anno muoiono migliaia di persone per complicanze dovute all'influenza. al vaccino ci stanno lavorando, speriamo arrivi presto.	323
1	quanto tempo ci vorrà per trovare un vaccino o una cura per il nuovo #coronavirus? che passi in avanti sono stati fatti nelle ultime settimane?  ho fatto un punto della situazione sulla user di user_italia. link	324
1	coronavirus, in russia iniziate le sperimentazioni sul vaccino link	325
2	no questa  bella. arianna 5 anni, le somministrano 2 #vaccini insieme. la bimba ha crisi epilettiche e sviene poco dopo il vaccino. i medici che dicono alla madre? signora lei ha trasmesso tensione alla bimba. oh ma questi sono laureati in medicina !!! link	326
1	coronavirus, negli usa primo test sull'uomo per un vaccino link	327
1	coronavirus: il medical center dell’università di pittsburgh ha sviluppato un primo potenziale vaccino link	328
2	"""l'industria della #vaccinazione"". l'avventura continua. prima di esser partita! link link"	329
1	coronavirus, da oxford 400 milioni di dosi di vaccino a settembre #calabrianotizie #newscalabria link	330
0	...si diffonderà, torneremo presto alla normalità e i medici troveranno prima le cure più efficaci e poi un vaccino. ma intanto il rischio è alto, sia per chi ha già problemi, sia per una percentuale che avrà bisogno di cure ospedaliere come il paziente 1. (cont) #covid19italia	331
2	parliamo di efficacia del vaccino antinfluenzale: la copertura tra gli anziani over 65  aumentata dal 20% del 1980 sino al 61% nel 2001. nello stesso periodo di tempo sono aumentate le stime della mortalit nella stessa fascia d'et.  link	332
1	borrelli: 'a casa anche il 1° maggio? credo di sì. serviranno molte settimane'. guerra (oms): 'il vaccino nel primo trimestre del 2021'  link	333
2	vaccino covid-19, sindacato dei militari: no a sperimentazioni su forze dell'ordine o personale sanitario militare. no a nuove morti bianche link via user	334
0	coronavirus, un vaccino tradizionale funziona sugli animali link	335
0	#morbillo. continua lalert dell#oms: nel 2018 ha provocato oltre 140.000 morti. unica arma: il #vaccino. in #italia casi in diminuzione ma nei giovani adulticopertura  scarsa #sanit link di user	336
2	altro caso di fallimento del #vaccino . epidemia di pertosse, scuola chiusa nonostante il 100% di copertura.  intanto anche oggi migliaia di bambini sani sono fuori da #scuola in italia per la legge lorenzin che nessun partito ha il coraggio di abrogare   link	337
2	conosciamo pi da vicino, chi ci potr vendere il vaccino e cura contro il coronavirus? case farmaceutiche, gli scandali delle lobby tra venditori e mazzette link di user	338
1	in assenza di un vaccino si usano diversi farmaci antivirali, come quelli che curano l#ebola e la #malaria. sabato scorso a #napoli a due pazienti  stato somministrato un farmaco anti-artrite, con buoni risultati. #coronavirus  link	339
0	user user user sono 30 anni o più che aspettiamo un vaccino per l'hiv... non è affatto semplice	340
0	supponete che big pharma scopra un vaccino oppure una cura per #covid19.  i complottisti anti-globalisti li rifiuteranno sdegnati?	341
2	covid-19, nuovi studi confermano che chi non ha più sintomi non contagia – ed ora come faranno tutti quelli che speravano nella continuità del virus per testare il vaccino???  link	342
2	era il 28 settembre 2017 e l'onorevole ivan catalano presentava al ministro della sanit lorenzin un' interrogazione in merito al vaccino esavalente hinfanrix extra e alla morti in culla... naturalmente la signora non ha mai risposto ???? link	343
0	invece di investire i soldi nella ricerca di un vaccino si spendono per verificare se il virus ci sta tra i coglioni. ora, non so se il covid sta proprio lì ma questo spreco di denaro di sicuro mi sta sopra i #testicoli	344
2	quattro paesi africani hanno riportato nuovi casi di polio.  peccato che questa sia vaccino derivata.  non capisco perch l'oms continui a dire che siamo vicini alla sua eradicazione quando, proprio attraverso i vaccini, stanno sorgendo nuovi ceppi. link	345
1	covid-19, allo studio un vaccino che si somministra con un cerotto - il sole 24 ore user link	346
2	#vaccini   ricordo che l'ex ministro della salute user, col cazzo che si  vaccinata in #gravidanza...  ora mettetevi ordinatamente in coda  pecoroneeeeee....  ????????  link link	347
2	"questa mamma racconta praticamente in diretta la regressione allo stato autistico della figlia dopo 48 ore dall'iniezione del vaccino esavalente.  ""ieri avevo una bambina che era sana al 100%, oggi ho una figlia ferita, per non scrivere disabile""!  link link"	348
0	il vaccino non  un opinione. internet oggi  terra di nessuno. situazione molto pericolosa se lignoranza si unisce allarroganza user ora al convegno i costi dell #antiscienza  sui danni della disinformazione scientifica, organizzato da user #28novembre link	349
0	ma i #novax, dove cazzo sono spariti?	350
1	globale vaccino contro il cancro industria 2020 crescita del mercato, tendenze, revenue, share richieste e rapporto di ricerca – segrate giornale link	351
0	quelli che usano la tragedia di bergamo per diffondere bufale no vax sul coronavirus: di andrea rossetti il servizio di tg leonardo (rai3) del novembre 2015 sulla presunta correlazione tra un supervirus creato in laboratorio e il covi-19 è soltanto… link link	352
1	ci vorra' piu' di 1 anno per avere un vaccino per il covid-19! link di user	353
0	#coronavirus, patto europeo per il vaccino. lunedì sottoscrizione da 7,5 miliardi. il documento dei leader ue. lettera firmata da conte, macron, merkel, michel, von der leyen, solberg. una risposta globale: lavorare insieme per guarire il mondo. link	354
2	rimaniamo in attesa di qualche suprcazzola di user per spiegare il fallimento del vaccino link	355
0	"#gravina: ""stadi riapriranno quando ci sarà un vaccino"" link"	356
1	coronavirus: vaccino e nuovi servizi sanitari link	357
2	user user fattelo tu il vaccino e vergognati di vendere il.tuo paese e i nostri figli	358
1	per trovare un vaccino contro il coronavirus serve un nuovo “progetto manhattan” link	359
2	user il vaccino per un virus rna è inutile, come quello influenzare basta cazzate.	360
0	“a tutte le persone che nel mondo non volevano i vaccini, ecco a voi un mondo a cui manca un vaccino.” #covid_19 user	361
1	"la germania nega la vendita esclusiva del brevetto per il vaccino covid-19 all�america, perch� l�azienda tedesca produttrice metter� a punto il vaccino ""per tutto il mondo e non per singoli paesi"".  cio� i tedeschi sono i buoni questa volta, how the tables have turned"	362
0	leggo queste cose ed i miei pensieri vanno direttamente a tutti i quei potervi chimici e ricercatori che stanno chiusi giorni e giorni per lavorare su un cazzo di vaccino che dovrebbe salvarvi la vita fetusi di merda maronna mo urlo link	363
2	user proprio ora che sta scomparendo il virus pagate un vaccino?	364
2	"user il rischio di una dittatura è altissimo infatti. quello di questa scemenza di virus ""pandemico"" fa ridere. e il vaccino non serve a niente. se lo facciano i beoti che credono ancora alle balle di questo governo di farabutti e dei suoi ""esperti"" prezzolati."	365
0	per quelli che volevano il mondo senza i vaccini... ecco, questo è il mondo senza un vaccino. #covidー19	366
0	montagnier, il declino di un nobel tra campagne no vax e strane teorie sul coronavirus | rep link user	367
0	user_ccc user user user a questa conclusione sono arrivati tutti i virologi del mondo,anche di opposte fazioni. le influenze e i virus possono tornare ciclicamente anche modificati, ecco perché il vaccino non rende immuni, ma prepara il corpo a riceverlo in maniera più leggera.	368
2	postate tra i commenti tutte le foto dei vostri figli danneggiati, anche quelli che purtroppo oggi non ci sono pi!  non nascondetevi dietro una tastiera il silenzio  complice!!!!  mettete foto nome e poi scrivete danneggiato da vaccino!  link link	369
1	contro il coronavirus non manca solo il vaccino, manca la politica link	370
0	user user esiste già un vaccino in fase1. che inizierà la fase2 a settembre. a fine anno inizierà la produzione su scala mondiale. entro un anno avremo il vaccino. il concetto è che non c'è scelta. e ci aspettano altri lockdown.	371
2	user_ansa chiss� perch� il #vaccino ce lo propinano sempre a noi italiani , i #migranti arrivano con tutte le pestilenze possibili mai sentito un urgenza di vaccinazione per loro...in effetti siamo noi da eliminare...	372
0	una mia conoscente no-vax spera che trovino il vaccino per il coronavirus nel più breve tempo possibile.	373
2	"""i casi di infezioni e decessi sono in aumento""  ""in toscana si  registrato il pi grande focolaio mai visto al mondo per quanto concerne il batterio new delhi""  per il new delhi non c' cura e non c' vaccino, quindi, non c' nessuna emergenza. link"	374
2	quando anche sui foglietti informativi del vaccino difterite tetano pertosse e polio (dtap)  scritto che pu causare morte infantile improvvisa (#sids) ma la #scienzah ancora non si sa spiegare il perch della morte in culla...  leggere i foglietti informativi, per esempio? no? link	375
2	quando sarà il momento di votare, ricordiamoci i nomi e i partiti che hanno proposto queste idiozie! sileri: «il vaccino per il covid-19 dovrà essere obbligatorio» e il movimento si spacca link user	376
1	coronavirus: il furetto e' il candidato migliore per il vaccino - animali - link link	377
1	coronavirus, al via i test sull’uomo per il vaccino finanziato da bill gates. chiamato ino-4800, è sperimentato su 40 volontari link di user	378
2	leggete bene ebola false flag in arrivo il vaccino  pronto, non ha superato nessun trial clinico approvato in gran fretta. faranno scoppiare una finta epidemia. state in campana!  link	379
1	inovio: il vaccino per il coronavirus finanziato da bill gates link	380
2	m5s: il vaccino anti-covid deve essere obbligatorio. i fedeli schiavetti di rockefeller e gates link	381
0	"al loro con confronto, i terrapiattisti sono degli innocui creduloni ... coronavirus, 'movimento genitori lombardia': ""vaccino? noi non lo faremo"" - la stampa link"	382
2	user user finalmente qualcuno ha capito e ti dirò di più, quando avverrà il g20 a breve, come d'incanto arriverà il vaccino.	383
